time_s,odom_x,odom_y,odom_yaw_deg,odom_vx,odom_vy,odom_wz,imu_qx,imu_qy,imu_qz,imu_qw,imu_yaw_deg,ekf_x,ekf_y,ekf_yaw_deg,ekf_vx,ekf_vy,ekf_wz,cmd_lin_x,cmd_lin_y,cmd_lin_z,cmd_ang_x,cmd_ang_y,cmd_ang_z
1777118160.17,-0.23,0.06,-26.70,-0.00,0.00,0.00,0.01,-0.00,-0.22,0.97,-25.63,-0.19,0.07,-25.63,-0.00,0.00,0.00,,,,,,
1777118160.28,-0.23,0.06,-26.70,-0.00,0.00,0.00,0.01,-0.00,-0.22,0.97,-25.63,-0.19,0.07,-25.63,-0.00,0.00,-0.00,,,,,,
1777118160.38,-0.23,0.06,-26.70,-0.00,0.00,0.00,0.01,-0.00,-0.22,0.97,-25.63,-0.19,0.07,-25.63,-0.00,0.00,-0.00,,,,,,
1777118160.48,-0.23,0.06,-26.70,-0.00,0.00,0.00,0.01,-0.00,-0.22,0.97,-25.63,-0.19,0.07,-25.63,-0.00,0.00,-0.00,,,,,,
1777118160.58,-0.22,0.06,-26.72,-0.00,0.00,0.00,0.01,-0.00,-0.22,0.97,-25.63,-0.19,0.07,-25.63,-0.00,0.00,0.01,,,,,,
1777118160.67,-0.23,0.06,-26.67,-0.00,0.00,0.00,0.01,-0.00,-0.22,0.97,-25.63,-0.19,0.07,-25.63,-0.00,0.00,-0.00,,,,,,
1777118160.78,-0.23,0.06,-26.64,-0.00,0.00,0.00,0.01,-0.00,-0.22,0.97,-25.63,-0.19,0.07,-25.63,-0.00,0.00,0.01,,,,,,
1777118160.87,-0.23,0.06,-26.52,-0.00,0.00,0.01,0.01,-0.00,-0.22,0.97,-25.63,-0.19,0.07,-25.63,-0.00,0.00,0.00,,,,,,
1777118160.99,-0.23,0.06,-26.52,-0.00,0.00,0.01,0.01,-0.00,-0.22,0.97,-25.63,-0.19,0.07,-25.63,-0.00,0.00,-0.00,,,,,,
1777118161.07,-0.23,0.06,-26.63,-0.00,0.00,0.00,0.01,-0.00,-0.22,0.97,-25.63,-0.19,0.07,-25.63,-0.00,0.00,0.00,,,,,,
1777118161.18,-0.23,0.06,-26.63,-0.00,0.00,0.00,0.01,-0.00,-0.22,0.97,-25.63,-0.19,0.07,-25.63,-0.00,0.00,-0.00,,,,,,
1777118161.28,-0.23,0.06,-26.63,-0.00,0.00,0.00,0.01,-0.00,-0.22,0.97,-25.63,-0.19,0.07,-25.63,-0.00,0.00,-0.00,,,,,,
1777118161.38,-0.23,0.06,-26.63,-0.00,0.00,-0.00,0.01,-0.00,-0.22,0.97,-25.63,-0.19,0.07,-25.63,-0.00,0.00,0.00,,,,,,
1777118161.48,-0.23,0.06,-26.63,-0.00,0.00,-0.00,0.01,-0.00,-0.22,0.97,-25.63,-0.19,0.07,-25.63,-0.00,0.00,-0.00,,,,,,
1777118161.58,-0.23,0.06,-26.63,0.00,0.00,-0.00,0.01,-0.00,-0.22,0.97,-25.63,-0.19,0.07,-25.63,-0.00,0.00,0.00,,,,,,
1777118161.68,-0.23,0.06,-26.54,-0.00,0.00,0.00,0.01,-0.00,-0.22,0.97,-25.63,-0.19,0.07,-25.63,-0.00,0.00,0.00,,,,,,
1777118161.78,-0.23,0.06,-26.54,-0.00,0.00,0.00,0.01,-0.00,-0.22,0.97,-25.63,-0.19,0.07,-25.63,-0.00,0.00,0.00,,,,,,
1777118161.88,-0.23,0.06,-26.54,-0.00,0.00,0.00,0.01,-0.00,-0.22,0.97,-25.63,-0.19,0.07,-25.63,-0.00,0.00,0.00,,,,,,
1777118161.98,-0.23,0.06,-26.57,-0.00,0.00,0.00,0.01,-0.00,-0.22,0.97,-25.63,-0.19,0.08,-25.63,-0.00,0.00,-0.00,,,,,,
1777118162.08,-0.23,0.06,-26.57,-0.00,0.00,0.00,0.01,-0.00,-0.22,0.97,-25.63,-0.19,0.08,-25.63,-0.00,0.00,-0.00,,,,,,
1777118162.18,-0.23,0.06,-26.57,0.00,0.00,-0.00,0.01,-0.00,-0.22,0.97,-25.63,-0.19,0.08,-25.63,0.00,0.00,-0.00,,,,,,
1777118162.28,-0.23,0.06,-26.54,0.00,0.00,-0.00,0.01,-0.00,-0.22,0.97,-25.63,-0.19,0.08,-25.63,0.00,0.00,-0.00,,,,,,
1777118162.38,-0.23,0.06,-26.54,0.00,0.00,-0.00,0.01,-0.00,-0.22,0.97,-25.63,-0.19,0.07,-25.63,0.00,0.00,0.00,,,,,,
1777118162.48,-0.23,0.06,-26.54,0.00,0.00,0.00,0.01,-0.00,-0.22,0.97,-25.63,-0.19,0.07,-25.63,0.00,0.00,-0.00,,,,,,
1777118162.58,-0.23,0.06,-26.57,0.00,0.00,0.00,0.01,-0.00,-0.22,0.97,-25.63,-0.19,0.07,-25.63,0.00,0.00,0.00,,,,,,
1777118162.67,-0.23,0.06,-26.57,0.00,0.00,0.00,0.01,-0.00,-0.22,0.98,-25.62,-0.19,0.07,-25.62,0.00,0.00,0.01,,,,,,
1777118162.78,-0.23,0.06,-26.51,-0.00,0.00,0.00,0.01,-0.00,-0.22,0.98,-25.62,-0.19,0.07,-25.62,-0.00,0.00,-0.00,,,,,,
1777118162.88,-0.23,0.06,-26.51,-0.00,0.00,0.00,0.01,-0.00,-0.22,0.98,-25.62,-0.19,0.07,-25.62,-0.00,0.00,-0.00,,,,,,
1777118162.98,-0.23,0.06,-26.51,-0.00,0.00,0.00,0.01,-0.00,-0.22,0.98,-25.62,-0.19,0.07,-25.62,-0.00,0.00,0.01,,,,,,
1777118163.08,-0.23,0.06,-26.51,-0.00,0.00,0.00,0.01,-0.00,-0.22,0.98,-25.62,-0.19,0.07,-25.62,-0.00,0.00,-0.00,,,,,,
1777118163.18,-0.23,0.06,-26.51,-0.00,0.00,0.00,0.01,-0.00,-0.22,0.98,-25.62,-0.19,0.07,-25.62,-0.00,0.00,0.00,,,,,,
1777118163.27,-0.23,0.06,-26.57,0.00,0.00,-0.00,0.01,-0.00,-0.22,0.98,-25.62,-0.19,0.07,-25.62,0.00,0.00,-0.00,,,,,,
1777118163.38,-0.22,0.06,-26.63,0.00,0.00,-0.00,0.01,-0.00,-0.22,0.98,-25.62,-0.19,0.07,-25.62,0.00,0.00,-0.01,,,,,,
1777118163.47,-0.22,0.06,-26.72,0.01,0.00,-0.01,0.01,-0.00,-0.22,0.97,-25.70,-0.19,0.07,-25.70,0.00,0.00,-0.02,,,,,,
1777118163.58,-0.22,0.06,-26.89,0.02,0.00,-0.01,0.01,-0.01,-0.22,0.97,-25.89,-0.19,0.07,-25.83,0.01,0.00,-0.04,,,,,,
1777118163.68,-0.21,0.05,-27.24,0.03,0.00,-0.03,0.01,-0.01,-0.23,0.97,-26.19,-0.18,0.07,-26.21,0.03,0.00,-0.04,,,,,,
1777118163.77,-0.20,0.05,-27.44,0.05,0.00,-0.03,0.01,-0.01,-0.23,0.97,-26.46,-0.18,0.07,-26.46,0.05,0.00,-0.03,,,,,,
1777118163.87,-0.19,0.04,-27.59,0.07,0.00,-0.03,0.01,-0.00,-0.23,0.97,-26.65,-0.17,0.07,-26.65,0.07,0.00,-0.03,,,,,,
1777118163.97,-0.19,0.04,-27.70,0.08,0.00,-0.03,0.01,-0.00,-0.23,0.97,-26.77,-0.17,0.06,-26.78,0.08,0.00,-0.01,,,,,,
1777118164.07,-0.19,0.04,-27.70,0.08,0.00,-0.03,0.01,-0.00,-0.23,0.97,-26.64,-0.16,0.06,-26.64,0.08,0.00,0.05,,,,,,
1777118164.17,-0.18,0.04,-27.24,0.06,0.00,-0.00,0.01,-0.00,-0.23,0.97,-26.15,-0.15,0.06,-26.17,0.07,0.00,0.12,,,,,,
1777118164.28,-0.18,0.04,-26.37,0.04,0.00,0.04,0.01,-0.00,-0.22,0.98,-25.23,-0.15,0.06,-25.12,0.05,0.00,0.25,,,,,,
1777118164.38,-0.18,0.04,-24.37,0.03,0.00,0.11,0.01,-0.01,-0.20,0.98,-22.81,-0.15,0.05,-22.88,0.03,0.00,0.52,,,,,,
1777118164.48,-0.18,0.04,-20.72,0.02,0.00,0.24,0.01,-0.01,-0.17,0.99,-19.11,-0.15,0.05,-19.20,0.02,0.00,0.74,,,,,,
1777118164.58,-0.18,0.04,-16.46,0.01,0.00,0.39,0.01,-0.01,-0.13,0.99,-14.95,-0.15,0.05,-16.55,0.01,0.00,0.77,,,,,,
1777118164.68,-0.18,0.04,-12.55,0.01,0.00,0.51,0.01,-0.01,-0.10,0.99,-11.49,-0.14,0.05,-11.22,0.01,0.00,0.64,,,,,,
1777118164.78,-0.18,0.04,-9.55,0.01,0.00,0.59,0.01,-0.01,-0.07,1.00,-8.52,-0.14,0.05,-9.26,0.01,0.00,0.51,,,,,,
1777118164.88,-0.18,0.04,-7.41,0.01,0.00,0.59,0.01,-0.01,-0.06,1.00,-6.46,-0.14,0.05,-6.34,0.01,0.00,0.29,,,,,,
1777118164.97,-0.18,0.04,-6.13,0.01,0.00,0.51,0.01,-0.01,-0.05,1.00,-5.37,-0.14,0.05,-5.31,0.01,0.00,0.14,,,,,,
1777118165.07,-0.17,0.04,-5.50,0.02,0.00,0.38,0.01,-0.01,-0.04,1.00,-4.79,-0.14,0.05,-4.75,0.01,0.00,0.09,,,,,,
1777118165.17,-0.16,0.03,-4.98,0.03,0.00,0.26,0.01,-0.01,-0.04,1.00,-4.27,-0.14,0.05,-4.28,0.03,0.00,0.08,,,,,,
1777118165.28,-0.15,0.03,-4.48,0.06,0.00,0.18,0.01,-0.01,-0.03,1.00,-3.82,-0.13,0.05,-3.79,0.05,0.00,0.11,,,,,,
1777118165.37,-0.13,0.03,-3.67,0.10,0.00,0.13,0.01,-0.01,-0.03,1.00,-3.02,-0.12,0.05,-2.94,0.09,0.00,0.17,,,,,,
1777118165.48,-0.10,0.03,-2.45,0.16,0.00,0.13,0.01,-0.01,-0.02,1.00,-2.05,-0.11,0.05,-1.97,0.15,0.00,0.18,,,,,,
1777118165.57,-0.05,0.03,-1.52,0.24,0.00,0.14,0.01,-0.01,-0.01,1.00,-1.18,-0.09,0.05,-1.11,0.22,0.00,0.16,,,,,,
1777118165.68,-0.00,0.03,-0.68,0.33,0.00,0.15,0.01,-0.01,-0.00,1.00,-0.42,-0.06,0.05,-0.36,0.31,0.00,0.13,,,,,,
1777118165.78,0.06,0.03,0.01,0.41,0.00,0.16,0.01,-0.01,0.00,1.00,0.13,-0.02,0.05,0.17,0.40,0.00,0.08,,,,,,
1777118165.87,0.12,0.03,0.30,0.49,0.00,0.14,0.01,-0.01,0.00,1.00,0.54,0.03,0.05,0.57,0.48,0.00,0.06,,,,,,
1777118165.98,0.18,0.03,0.79,0.54,0.00,0.11,0.01,-0.01,0.01,1.00,0.88,0.08,0.05,0.91,0.54,0.00,0.06,,,,,,
1777118166.08,0.23,0.03,1.14,0.57,0.00,0.09,0.01,-0.01,0.01,1.00,1.24,0.14,0.05,1.28,0.58,0.00,0.09,,,,,,
1777118166.18,0.28,0.03,2.21,0.57,0.00,0.10,0.01,-0.01,0.02,1.00,2.13,0.20,0.05,2.23,0.58,0.00,0.24,,,,,,
1777118166.28,0.33,0.03,4.50,0.55,0.00,0.16,0.01,-0.01,0.04,1.00,4.07,0.25,0.06,4.27,0.56,0.00,0.43,,,,,,
1777118166.38,0.37,0.04,7.57,0.51,0.00,0.25,0.01,-0.01,0.06,1.00,7.26,0.30,0.06,7.58,0.53,0.00,0.70,,,,,,
1777118166.48,0.41,0.04,12.12,0.47,0.00,0.40,0.01,-0.01,0.10,0.99,11.85,0.35,0.07,12.28,0.49,0.00,0.93,,,,,,
1777118166.57,0.44,0.05,18.00,0.41,0.00,0.59,0.01,-0.01,0.15,0.99,17.51,0.39,0.08,17.98,0.43,0.00,1.12,,,,,,
1777118166.68,0.46,0.06,24.90,0.36,0.00,0.79,0.01,-0.01,0.21,0.98,24.12,0.42,0.09,22.11,0.41,0.00,1.25,,,,,,
1777118166.77,0.48,0.07,32.23,0.32,0.00,0.97,0.01,-0.00,0.27,0.96,31.38,0.46,0.11,31.94,0.33,0.00,1.36,,,,,,
1777118166.88,0.50,0.09,39.76,0.29,0.00,1.12,0.01,-0.00,0.33,0.94,38.84,0.48,0.13,39.44,0.30,0.00,1.34,,,,,,
1777118166.98,0.52,0.11,47.14,0.26,0.00,1.22,0.01,-0.00,0.39,0.92,46.02,0.49,0.14,43.98,0.28,0.00,1.30,,,,,,
1777118167.07,0.54,0.13,54.16,0.26,0.00,1.26,0.01,-0.00,0.44,0.90,52.79,0.52,0.16,53.32,0.26,0.00,1.20,,,,,,
1777118167.18,0.56,0.16,60.39,0.28,0.00,1.24,0.01,-0.00,0.49,0.87,58.92,0.53,0.19,59.50,0.28,0.00,1.07,,,,,,
1777118167.27,0.58,0.19,65.49,0.31,0.00,1.16,0.01,-0.00,0.53,0.85,64.03,0.55,0.21,64.39,0.30,0.00,0.82,,,,,,
1777118167.37,0.59,0.23,69.49,0.35,0.00,1.04,0.01,-0.00,0.56,0.83,67.86,0.56,0.25,68.17,0.34,0.00,0.58,,,,,,
1777118167.47,0.61,0.28,71.87,0.40,0.00,0.86,0.01,-0.00,0.58,0.82,70.35,0.57,0.28,70.50,0.39,0.00,0.34,,,,,,
1777118167.57,0.63,0.33,73.20,0.45,0.00,0.66,0.01,-0.00,0.59,0.81,71.68,0.59,0.32,71.74,0.44,0.00,0.15,,,,,,
1777118167.67,0.64,0.39,73.81,0.49,0.00,0.47,0.01,-0.00,0.59,0.81,72.13,0.60,0.37,72.14,0.49,0.00,0.03,,,,,,
1777118167.78,0.66,0.44,73.92,0.53,0.00,0.29,0.01,0.00,0.59,0.81,72.27,0.62,0.42,72.28,0.53,0.00,0.02,,,,,,
1777118167.87,0.67,0.49,74.10,0.55,0.00,0.16,0.01,-0.00,0.59,0.81,72.46,0.64,0.47,72.50,0.55,0.00,0.07,,,,,,
1777118167.98,0.69,0.54,74.91,0.55,0.00,0.11,0.01,0.00,0.59,0.80,72.99,0.65,0.50,72.85,0.56,0.00,0.12,,,,,,
1777118168.07,0.70,0.59,76.82,0.53,0.00,0.13,0.01,0.00,0.61,0.80,74.47,0.67,0.57,74.62,0.54,0.00,0.34,,,,,,
1777118168.17,0.71,0.63,79.66,0.49,0.00,0.20,0.01,0.00,0.62,0.78,77.01,0.68,0.62,77.27,0.51,0.00,0.59,,,,,,
1777118168.28,0.71,0.66,83.75,0.45,0.00,0.34,0.01,0.00,0.65,0.76,80.99,0.69,0.67,81.37,0.47,0.00,0.86,,,,,,
1777118168.37,0.71,0.69,89.59,0.40,0.00,0.54,0.01,0.00,0.68,0.73,86.42,0.69,0.71,86.92,0.42,0.00,1.11,,,,,,
1777118168.47,0.71,0.72,96.86,0.35,0.00,0.77,0.01,0.00,0.73,0.69,93.40,0.69,0.74,94.03,0.36,0.00,1.40,,,,,,
1777118168.57,0.71,0.74,105.55,0.30,0.00,1.00,0.01,0.01,0.78,0.63,101.86,0.69,0.77,102.61,0.31,0.00,1.66,,,,,,
1777118168.68,0.70,0.75,115.63,0.25,0.00,1.26,0.01,0.01,0.83,0.56,111.48,0.68,0.80,112.32,0.26,0.00,1.87,,,,,,
1777118168.78,0.70,0.76,126.60,0.20,0.00,1.50,0.01,0.01,0.88,0.48,122.19,0.67,0.82,123.08,0.21,0.00,2.03,,,,,,
1777118168.89,0.69,0.76,138.46,0.15,0.00,1.71,0.01,0.01,0.92,0.39,133.71,0.66,0.83,130.42,0.18,0.00,2.13,,,,,,
1777118168.98,0.69,0.76,151.24,0.10,0.00,1.90,0.01,0.01,0.96,0.29,145.98,0.65,0.84,147.01,0.11,0.00,2.29,,,,,,
1777118169.07,0.70,0.76,164.27,0.05,0.00,2.05,0.01,0.01,0.98,0.19,158.61,0.65,0.84,154.96,0.08,0.00,2.33,,,,,,
1777118169.18,0.70,0.76,176.73,0.02,0.00,2.13,0.01,0.01,1.00,0.08,170.74,0.64,0.84,167.35,0.03,0.00,2.20,,,,,,
1777118169.28,0.70,0.76,-172.38,-0.01,0.00,2.13,0.01,0.01,1.00,-0.02,-178.24,0.64,0.84,-177.40,-0.01,0.00,1.91,,,,,,
1777118169.37,0.71,0.76,-162.39,-0.03,0.00,2.06,0.01,0.01,0.99,-0.10,-168.38,0.65,0.84,-167.60,-0.03,0.00,1.76,,,,,,
1777118169.48,0.71,0.76,-152.74,-0.03,0.00,1.96,0.01,0.01,0.98,-0.18,-158.89,0.65,0.84,-161.66,-0.04,0.00,1.74,,,,,,
1777118169.57,0.71,0.76,-142.31,-0.02,0.00,1.87,0.01,0.01,0.96,-0.27,-148.79,0.65,0.84,-147.93,-0.03,0.00,1.94,,,,,,
1777118169.68,0.70,0.76,-130.77,-0.00,0.00,1.83,0.01,0.01,0.93,-0.36,-137.67,0.65,0.84,-136.72,-0.01,0.00,2.13,,,,,,
1777118169.78,0.70,0.76,-118.35,0.01,0.00,1.89,0.00,0.01,0.89,-0.46,-125.49,0.65,0.84,-124.47,-0.00,0.00,2.31,,,,,,
1777118169.87,0.70,0.76,-104.47,0.01,0.00,2.02,0.00,0.01,0.83,-0.56,-112.27,0.65,0.84,-111.19,0.00,0.00,2.46,,,,,,
1777118169.98,0.70,0.76,-90.68,0.01,0.00,2.17,0.00,0.01,0.76,-0.65,-98.77,0.65,0.84,-97.67,0.00,0.00,2.47,,,,,,
1777118170.07,0.70,0.76,-77.44,-0.00,0.00,2.26,0.00,0.01,0.68,-0.73,-85.78,0.65,0.84,-84.80,-0.01,0.00,2.28,,,,,,
1777118170.18,0.70,0.76,-65.78,-0.01,0.00,2.27,0.00,0.01,0.60,-0.80,-74.12,0.65,0.84,-73.24,-0.02,0.00,1.99,,,,,,
1777118170.28,0.70,0.77,-55.83,-0.02,0.00,2.18,-0.00,0.01,0.53,-0.85,-64.28,0.65,0.84,-63.70,-0.02,0.00,1.63,,,,,,
1777118170.37,0.70,0.77,-48.03,-0.02,0.00,1.97,-0.00,0.01,0.47,-0.88,-56.59,0.65,0.85,-56.04,-0.03,0.00,1.23,,,,,,
1777118170.48,0.70,0.76,-42.79,-0.01,0.00,1.67,-0.01,0.01,0.43,-0.90,-51.24,0.65,0.85,-50.89,-0.02,0.00,0.78,,,,,,
1777118170.58,0.70,0.76,-39.77,-0.00,0.00,1.31,-0.01,0.01,0.41,-0.91,-48.31,0.65,0.85,-48.17,-0.01,0.00,0.36,,,,,,
1777118170.68,0.71,0.76,-38.38,0.01,0.00,0.96,-0.01,0.01,0.40,-0.92,-47.22,0.65,0.85,-47.18,0.01,0.00,0.09,,,,,,
1777118170.78,0.71,0.76,-38.33,0.03,0.00,0.61,-0.01,0.01,0.40,-0.92,-47.22,0.65,0.85,-47.21,0.02,0.00,-0.04,,,,,,
1777118170.87,0.72,0.75,-38.79,0.04,0.00,0.32,-0.01,0.01,0.40,-0.91,-47.58,0.65,0.84,-47.63,0.04,0.00,-0.09,,,,,,
1777118170.97,0.72,0.75,-39.33,0.05,0.00,0.12,-0.01,0.01,0.41,-0.91,-48.10,0.65,0.84,-48.13,0.05,0.00,-0.10,,,,,,
1777118171.08,0.73,0.74,-39.75,0.08,0.00,0.00,-0.01,0.01,0.41,-0.91,-48.60,0.66,0.83,-48.59,0.07,0.00,-0.07,,,,,,
1777118171.17,0.75,0.73,-40.10,0.11,0.00,-0.06,-0.01,0.01,0.41,-0.91,-48.86,0.67,0.83,-48.88,0.10,0.00,-0.04,,,,,,
1777118171.27,0.77,0.71,-40.07,0.15,0.00,-0.06,-0.01,0.01,0.41,-0.91,-48.88,0.68,0.82,-48.89,0.14,0.00,0.03,,,,,,
1777118171.38,0.79,0.69,-39.29,0.20,0.00,-0.02,-0.01,0.01,0.41,-0.91,-48.44,0.68,0.81,-48.64,0.17,0.00,0.10,,,,,,
1777118171.48,0.82,0.67,-37.90,0.25,0.00,0.05,-0.00,0.01,0.40,-0.92,-47.16,0.70,0.78,-47.04,0.24,0.00,0.31,,,,,,
1777118171.57,0.84,0.65,-35.75,0.27,0.00,0.14,-0.01,0.01,0.38,-0.92,-44.97,0.72,0.76,-44.79,0.27,0.00,0.46,,,,,,
1777118171.68,0.86,0.64,-32.91,0.28,0.00,0.25,-0.01,0.01,0.36,-0.93,-42.27,0.74,0.74,-42.04,0.28,0.00,0.51,,,,,,
1777118171.78,0.88,0.63,-30.13,0.27,0.00,0.35,-0.01,0.00,0.34,-0.94,-39.55,0.76,0.73,-39.42,0.28,0.00,0.49,,,,,,
1777118171.87,0.89,0.62,-27.61,0.24,0.00,0.41,-0.02,-0.00,0.32,-0.95,-37.18,0.78,0.71,-37.00,0.25,0.00,0.38,,,,,,
1777118171.98,0.90,0.62,-25.90,0.20,0.00,0.42,-0.02,-0.01,0.30,-0.95,-35.48,0.80,0.70,-35.37,0.21,0.00,0.25,,,,,,
1777118172.07,0.90,0.62,-24.56,0.15,0.00,0.39,-0.02,-0.01,0.30,-0.95,-34.37,0.81,0.69,-34.30,0.16,0.00,0.16,,,,,,
1777118172.17,0.90,0.61,-23.61,0.10,0.00,0.32,-0.02,-0.01,0.29,-0.96,-33.51,0.82,0.68,-33.43,0.11,0.00,0.18,,,,,,
1777118172.28,0.91,0.61,-22.13,0.06,0.00,0.28,-0.02,-0.01,0.28,-0.96,-32.37,0.83,0.68,-32.27,0.07,0.00,0.31,,,,,,
1777118172.38,0.91,0.61,-19.70,0.04,0.00,0.28,-0.01,-0.00,0.25,-0.97,-29.36,0.83,0.68,-29.37,0.04,0.00,0.60,,,,,,
1777118172.47,0.91,0.61,-15.59,0.02,0.00,0.36,-0.01,-0.00,0.22,-0.98,-24.84,0.83,0.68,-24.83,0.02,0.00,0.94,,,,,,
1777118172.57,0.91,0.61,-8.78,0.02,0.00,0.55,-0.01,-0.00,0.16,-0.99,-18.27,0.83,0.68,-18.22,0.01,0.00,1.34,,,,,,
1777118172.68,0.91,0.61,0.21,0.01,0.00,0.83,-0.01,-0.00,0.08,-1.00,-9.53,0.84,0.68,-9.44,0.01,0.00,1.75,,,,,,
1777118172.77,0.91,0.61,10.43,0.00,0.00,1.14,-0.01,-0.00,-0.01,-1.00,0.65,0.84,0.68,0.75,0.00,0.00,1.92,,,,,,
1777118172.87,0.90,0.61,20.89,-0.01,0.00,1.42,-0.02,-0.00,-0.09,-1.00,10.89,0.84,0.68,10.85,-0.01,0.00,1.88,,,,,,
1777118172.97,0.90,0.61,30.63,-0.03,0.00,1.61,-0.02,-0.00,-0.18,-0.98,20.39,0.83,0.68,20.51,-0.03,0.00,1.67,,,,,,
1777118173.07,0.89,0.61,39.20,-0.04,0.00,1.67,-0.02,-0.01,-0.25,-0.97,28.43,0.83,0.67,28.57,-0.04,0.00,1.37,,,,,,
1777118173.18,0.89,0.60,45.49,-0.04,0.00,1.58,-0.03,-0.01,-0.30,-0.95,34.51,0.83,0.67,34.58,-0.05,0.00,0.98,,,,,,
1777118173.28,0.89,0.60,49.55,-0.04,0.00,1.37,-0.03,-0.01,-0.33,-0.94,38.27,0.82,0.67,38.32,-0.05,0.00,0.55,,,,,,
1777118173.37,0.89,0.60,51.69,-0.04,0.00,1.08,-0.03,-0.01,-0.34,-0.94,39.84,0.82,0.67,39.87,-0.04,0.00,0.14,,,,,,
1777118173.48,0.89,0.60,51.23,-0.02,0.00,0.72,-0.03,-0.02,-0.34,-0.94,39.41,0.82,0.67,39.22,-0.03,0.00,-0.24,,,,,,
1777118173.58,0.89,0.60,49.20,-0.01,0.00,0.35,-0.03,-0.02,-0.32,-0.95,37.29,0.82,0.66,36.96,-0.01,0.00,-0.50,,,,,,
1777118173.67,0.89,0.61,45.72,0.01,0.00,0.01,-0.03,-0.02,-0.29,-0.96,33.35,0.82,0.66,33.32,0.00,0.00,-0.77,,,,,,
1777118173.78,0.89,0.61,40.20,0.01,0.00,-0.33,-0.03,-0.02,-0.24,-0.97,27.97,0.82,0.67,28.00,0.01,0.00,-1.11,,,,,,
1777118173.88,0.89,0.61,32.78,0.02,0.00,-0.66,-0.02,-0.03,-0.18,-0.98,20.80,0.82,0.67,20.77,0.01,0.00,-1.42,,,,,,
1777118173.97,0.89,0.61,24.03,0.02,0.00,-0.95,-0.02,-0.03,-0.10,-0.99,11.94,0.82,0.67,11.87,0.01,0.00,-1.80,,,,,,
1777118174.07,0.89,0.61,12.36,0.01,0.00,-1.29,-0.02,-0.03,-0.00,-1.00,0.59,0.82,0.67,0.55,0.01,0.00,-2.21,,,,,,
1777118174.18,0.89,0.61,-0.80,-0.01,0.00,-1.62,-0.01,-0.03,0.10,-1.00,-10.88,0.82,0.67,-7.62,0.00,0.00,-2.35,,,,,,
1777118174.27,0.88,0.61,-14.29,-0.03,0.00,-1.90,-0.01,-0.03,0.22,-0.98,-25.14,0.82,0.67,-24.94,-0.03,0.00,-2.35,,,,,,
1777118174.37,0.87,0.61,-26.38,-0.05,0.00,-2.07,-0.00,-0.03,0.32,-0.95,-37.04,0.82,0.67,-37.17,-0.05,0.00,-2.10,,,,,,
1777118174.48,0.86,0.61,-36.99,-0.07,0.00,-2.13,0.00,-0.02,0.40,-0.92,-47.33,0.81,0.67,-47.50,-0.07,0.00,-1.77,,,,,,
1777118174.58,0.86,0.62,-45.74,-0.08,0.00,-2.03,0.01,-0.02,0.47,-0.88,-55.66,0.81,0.68,-55.79,-0.08,0.00,-1.38,,,,,,
1777118174.68,0.85,0.62,-51.59,-0.08,0.00,-1.77,0.01,-0.02,0.51,-0.86,-61.11,0.80,0.68,-59.69,-0.08,0.00,-1.07,,,,,,
1777118174.78,0.85,0.62,-55.30,-0.07,0.00,-1.44,0.02,-0.01,0.54,-0.84,-65.16,0.80,0.69,-65.22,-0.07,0.00,-0.52,,,,,,
1777118174.87,0.85,0.62,-57.16,-0.05,0.00,-1.07,0.02,-0.01,0.55,-0.84,-66.39,0.80,0.70,-66.42,-0.05,0.00,-0.07,,,,,,
1777118174.97,0.85,0.62,-56.34,-0.02,0.00,-0.68,0.03,0.00,0.54,-0.84,-65.34,0.80,0.70,-65.32,-0.03,0.00,0.36,,,,,,
1777118175.08,0.85,0.62,-53.74,-0.01,0.00,-0.28,0.03,0.00,0.52,-0.85,-62.68,0.80,0.70,-62.66,-0.01,0.00,0.57,,,,,,
1777118175.18,0.86,0.62,-50.44,0.01,0.00,0.04,0.03,0.00,0.49,-0.87,-58.86,0.80,0.70,-58.83,0.00,0.00,0.79,,,,,,
1777118175.27,0.86,0.62,-45.42,0.02,0.00,0.34,0.02,0.00,0.46,-0.89,-54.58,0.80,0.70,-54.01,0.01,0.00,0.94,,,,,,
1777118175.38,0.86,0.62,-39.69,0.02,0.00,0.61,0.02,0.00,0.41,-0.91,-48.43,0.80,0.70,-50.53,0.02,0.00,1.03,,,,,,
1777118175.48,0.86,0.62,-32.93,0.02,0.00,0.82,0.02,-0.00,0.35,-0.94,-41.44,0.80,0.70,-41.39,0.02,0.00,1.39,,,,,,
1777118175.58,0.86,0.62,-23.81,0.02,0.00,1.04,0.02,-0.00,0.29,-0.96,-33.75,0.80,0.70,-32.72,0.02,0.00,1.69,,,,,,
1777118175.67,0.86,0.62,-13.49,0.01,0.00,1.29,0.02,-0.01,0.20,-0.98,-23.67,0.80,0.70,-22.46,0.01,0.00,1.98,,,,,,
1777118175.77,0.86,0.62,-1.39,0.00,0.00,1.54,0.02,-0.01,0.09,-1.00,-10.77,0.80,0.70,-10.63,0.01,0.00,2.27,,,,,,
1777118175.87,0.85,0.62,12.31,-0.01,0.00,1.82,0.01,-0.01,-0.02,-1.00,2.45,0.80,0.70,2.60,-0.00,0.00,2.51,,,,,,
1777118175.97,0.85,0.61,26.74,-0.02,0.00,2.08,0.01,-0.02,-0.14,-0.99,16.32,0.80,0.70,16.54,-0.02,0.00,2.56,,,,,,
